note_names,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,tonnetz
23. D1,0.2650199,713.6333149146245,1702.7250120269373,1212.4129585597825,0.010890794836956522,-0.03799410369739998
23. D1,0.25571978,722.9335407917938,1789.627976320954,929.2045261548913,0.012015964673913044,-0.03732822897569575
23. D1,0.26398844,835.2280021393368,1460.5304329764194,1443.660835597826,0.01204780910326087,-0.031448073508401904
23. D1,0.26095787,1404.3217488861496,2020.3795171580477,2405.1651664402175,0.05830715013586957,-0.038855451508917956
23. D1,0.24852039,698.6725407514264,1513.6713974132886,970.8665930706521,0.01212211277173913,-0.029246681935925882
23. D1,0.24074638,997.3274561495305,1868.8665717280503,1655.2479619565217,0.013056216032608696,-0.05915135895822507
23. D1,0.22651327,792.4670070386694,1717.224609670855,1108.023734714674,0.011729364809782608,-0.035515415026026974
23. D1,0.23528682,689.134971783812,1842.7849063591127,971.8028192934783,0.011517068614130434,-0.021953389075705414
23. D1,0.23957711,734.3020180914954,1664.3077368567494,1101.0020380434783,0.011867357336956522,-0.04990310281662002
23. D1,0.23720334,810.582705940882,1525.7644806365386,1255.4793648097825,0.012674082880434782,-0.02096784711636505
23. D1,0.24216467,872.3079148185672,1814.8660820517293,1374.3800951086957,0.012238875679347826,-0.04451059008719897
23. D1,0.24575482,1159.5909737370114,1547.0561790332995,2295.626698369565,0.01522163722826087,-0.032215746566224376
23. D1,0.25246057,1101.4525142879233,1877.2177630070503,1880.4103685461957,0.021537449048913044,-0.030828993905567908
23. D1,0.2407964,892.6402881706572,1697.3284254534476,1222.7114470108695,0.01497749660326087,-0.05094847536634127
23. D1,0.3228469,1519.7721109813904,1777.4326659625494,2848.9363960597825,0.022238026494565216,-0.015713808369981472
23. D1,0.24861212,798.7505293151513,1885.2992387139507,983.5056470788044,0.012313179347826086,-0.03565879474853283
23. D1,0.2597311,784.5237757584691,1833.2018541332243,1167.0059867527175,0.012631623641304348,-0.03609025083690515
23. D1,0.24206631,820.5988208072794,1590.2951892087447,1342.0802904211957,0.012790845788043478,-0.02409236353995923
23. D1,0.22997628,819.6597404693161,1666.7537091777363,1239.5635190217392,0.013364045516304348,-0.048047112974040504
23. D1,0.22964475,806.988765498778,1558.3712476297103,1047.6371433423913,0.014276919157608696,-0.027667068060101014
23. D1,0.28933787,1608.8140039771297,2028.2482502537648,3167.721424932065,0.016888162364130436,-0.023682028116506933
23. D1,0.24751046,1089.3609833904752,1903.7579934892378,1826.5773607336957,0.016325577445652172,-0.05195333013071562
23. D1,0.24753432,914.1362636703145,1875.4141880132358,1430.5536684782608,0.012589164402173914,-0.036683180844492264
23. D1,0.2518288,1200.682129403707,1788.404990436787,1592.0526919157608,0.045654296875,-0.05585589538873584
23. D1,0.24719863,1122.510993372231,1698.9886828756314,2174.853515625,0.013226052989130434,-0.02348077744203589
23. D1,0.22083984,592.3718046461132,1536.7527562212215,626.8034561820652,0.011368461277173914,-0.04369788560545008
23. D1,0.21513234,754.3153414916005,1539.8623998757307,1151.558254076087,0.011686905570652174,-0.0440800223665693
23. D1,0.22708306,924.9640009280989,2154.691836125385,1354.7193444293478,0.012716542119565218,-0.05444466424170699
23. D1,0.26646328,953.2875199547514,1571.6614577044522,1816.7469853940217,0.01278023097826087,-0.03050351703853388
23. D1,0.26760942,763.7554428812308,1787.1563957601131,1088.362984035326,0.012759001358695652,-0.033626442744692425
23. D1,0.2744406,1491.966227607609,1904.7799693573302,2930.856190557065,0.015073029891304348,-0.02609332818588466
23. D1,0.24661653,855.6223952431201,1783.5048355402762,1256.4155910326087,0.01374617866847826,-0.03306803361171992
34. C-sharp 2,0.1882489,2083.089550630165,1747.1206813870303,3512.252674932065,0.054570737092391304,-0.09187792359513787
34. C-sharp 2,0.15380219,1008.3680289639691,1917.6008286634535,1276.0763417119565,0.0205078125,-0.015183817944284283
34. C-sharp 2,0.16995265,1408.4086370768005,1743.554831842523,2224.4735054347825,0.029275645380434784,-0.14461628427851475
34. C-sharp 2,0.17218447,1423.8766779359828,2248.5398227412875,1798.958687160326,0.043775475543478264,-0.09612677678205864
34. C-sharp 2,0.16349567,1626.7713889692118,2458.3890102689115,2225.4097316576085,0.03623896059782609,-0.15817149713389203
34. C-sharp 2,0.15750821,1342.088286345608,2178.1932946439324,2092.9337211277175,0.025793987771739132,-0.06725497437178171
34. C-sharp 2,0.14494951,1527.4786744990042,2733.1700917790113,2158.0014436141305,0.03199303668478261,-0.20080450246821527
34. C-sharp 2,0.17024985,1499.9430644316526,1805.7696077629878,2672.457753057065,0.024541440217391304,-0.14557349082134244
34. C-sharp 2,0.15644883,1204.3930061234387,1867.4240505536459,2092.9337211277175,0.023065981657608696,-0.19802295097760197
34. C-sharp 2,0.18369058,1498.8990420370878,1684.9296222711255,2672.9258661684785,0.030804177989130436,-0.1628476987215822
34. C-sharp 2,0.1576257,976.514250904038,1765.2572951006173,1437.5753651494565,0.02431852921195652,-0.19899963858969624
34. C-sharp 2,0.176197,838.2622572823933,1668.256718321764,1372.9757557744565,0.020720108695652172,-0.050760796298592516
34. C-sharp 2,0.17502864,1492.3954561323721,2623.587192423139,2204.3446416440215,0.029434867527173912,-0.06193746595389956
34. C-sharp 2,0.13782328,1482.4228293174124,2295.1420208434433,1827.5135869565217,0.040495499320652176,-0.19556547723825085
34. C-sharp 2,0.20327865,1241.7103452812685,1566.6587266809106,1829.386039402174,0.040399966032608696,-0.07481901378765553
34. C-sharp 2,0.15020429,1492.200182359779,2797.805492614359,2160.8101222826085,0.029031504755434784,-0.17826377873348737
34. C-sharp 2,0.21230327,1298.3566353816602,2089.0378044874874,2204.3446416440215,0.02914826766304348,-0.17065317401888355
34. C-sharp 2,0.15385951,1293.5087599804938,2141.7618614931707,2019.9080757472825,0.026324728260869564,-0.05934998000637188
34. C-sharp 2,0.16832517,786.5103695750296,1672.4937789318988,1172.1552309782608,0.019244650135869564,-0.058261570576901935
34. C-sharp 2,0.16291624,988.0566749619227,1430.5759994367263,1194.156547214674,0.02214249320652174,-0.19319493277638336
34. C-sharp 2,0.20772517,1601.4964750510478,1900.3863969895253,2258.1776494565215,0.051725968070652176,-0.1072039007614034
34. C-sharp 2,0.20276667,1312.3511689449654,2043.7004144303232,2224.9416185461955,0.026324728260869564,-0.09290670216662045
34. C-sharp 2,0.18726416,968.4814533034381,1903.912623368227,1179.1769276494565,0.021622367527173912,-0.09550237234456072
34. C-sharp 2,0.2081447,1614.5466137683702,1837.3432889055618,2884.981105638587,0.025188943614130436,-0.06325003066291705
34. C-sharp 2,0.17655975,2142.1360240645513,1717.1383373289873,3549.7017238451085,0.05762780230978261,-0.07131237662544485
34. C-sharp 2,0.1453745,1538.242752582319,1754.3178139848458,2473.977793817935,0.03931725543478261,-0.09051696343726358
34. C-sharp 2,0.18576632,1135.2342684872974,2050.3052316384033,1666.4826766304348,0.021548063858695652,-0.06991833269619403
34. C-sharp 2,0.16254558,1485.2113276091563,1482.8083786560078,2163.618800951087,0.051736582880434784,-0.15218183600866664
34. C-sharp 2,0.16919766,1435.3677323995232,1793.9348714436912,2102.7640964673915,0.04018766983695652,-0.1983148105362492
34. C-sharp 2,0.1850801,1315.6882582036874,1649.5632970981308,2412.186863111413,0.023968240489130436,-0.07829592234880083
34. C-sharp 2,0.1720324,1005.8315835447368,1573.9414375264562,1647.758152173913,0.022174337635869564,-0.09834408190797538
34. C-sharp 2,0.1534175,1057.405055382506,1914.3874257437685,1355.655570652174,0.023766559103260868,-0.12278883850562476
34. C-sharp 2,0.18231834,1781.4926839805887,2023.9580517004326,3296.452530570652,0.027471127717391304,-0.16871090130172411
34. C-sharp 2,0.17299357,2268.245446021712,2165.568364008003,3267.8976307744565,0.08281674592391304,-0.0808501563061058
34. C-sharp 2,0.16038552,1367.3514245333445,1787.8885865454852,2278.7746263586955,0.0302734375,-0.1912064629146991
34. C-sharp 2,0.18404679,1059.2166922077754,1901.2240448288053,1372.5076426630435,0.021993885869565216,-0.10263401591642529
34. C-sharp 2,0.1851846,1693.4027013152172,1843.2356523063768,2593.346637228261,0.04457158627717391,-0.18572058586293438
34. C-sharp 2,0.18146352,1810.3251943384544,2293.0814551120657,2530.1513671875,0.05038850203804348,-0.07434729572546878
34. C-sharp 2,0.1404952,1661.1718507032506,1674.2817130759915,2759.5267917798915,0.03758704144021739,-0.168806255011679
34. C-sharp 2,0.16150996,1364.9294255772193,1926.3789575742217,2018.0356233016305,0.027428668478260868,-0.0415522672790224
34. C-sharp 2,0.17027923,1100.1695451644823,2010.1490625245983,1680.057956861413,0.022673233695652172,-0.09158593423496345
34. C-sharp 2,0.16756831,1728.3743150343942,2139.0659587198606,2970.177691915761,0.026123046875,-0.18606513757130874
34. C-sharp 2,0.16343042,1140.7742672261875,1898.9123943904253,1733.4228515625,0.023310122282608696,-0.11088787406405733
34. C-sharp 2,0.16553104,1283.9550561311034,1631.556977070927,2230.090862771739,0.026250424592391304,-0.07992064220677753
34. C-sharp 2,0.19253062,1007.1664724603952,1997.5500029542445,1129.0888247282608,0.023628566576086956,-0.1725696955116758
34. C-sharp 2,0.15881714,1460.5580064569785,2117.766905637539,2505.8094853940215,0.026876698369565216,-0.11439800589551191
34. C-sharp 2,0.15017785,1165.5958681728484,1936.256506699334,1841.0888671875,0.023724099864130436,-0.18755604970803472
34. C-sharp 2,0.1573718,1373.7521043821162,1803.899538230966,2208.089546535326,0.029509171195652172,-0.054465844772351175
34. C-sharp 2,0.16066228,1712.847901586407,1961.7746726981761,3103.5899286684785,0.024774966032608696,-0.05940731150557571
34. C-sharp 2,0.17483585,1090.3843096726057,1651.5484997008423,1877.6016898777175,0.022970448369565216,-0.11196433355091222
34. C-sharp 2,0.17842183,984.9174803804053,1790.0646067720866,1856.5365998641305,0.020624575407608696,-0.08806489861903385
34. C-sharp 2,0.1732092,959.1513659588846,1872.2771592208824,946.0565981657609,0.023448114809782608,-0.2015348670067813
34. C-sharp 2,0.1827718,1608.4385825760605,1827.0732370665717,3005.286175271739,0.02424422554347826,-0.15635369452518455
34. C-sharp 2,0.16722104,2183.2326009371895,1674.7106804645948,3581.5334154211955,0.06279721467391304,-0.07333060655681532
34. C-sharp 2,0.14494956,1525.5353799200077,2733.1968923606673,2158.0014436141305,0.032162873641304345,-0.2008030475708469
34. C-sharp 2,0.14292853,1024.146738533451,1887.3672572076916,1332.7180281929348,0.022715692934782608,-0.1091113112826307
34. C-sharp 2,0.16000934,1196.623862687986,1846.0699331669055,1782.1066151494565,0.029349949048913044,-0.1069001091223741
34. C-sharp 2,0.1687465,2398.7917736784307,2042.6847674215232,3623.1954823369565,0.07266898777173914,-0.0932985099375312
34. C-sharp 2,0.18186171,1155.2133908842475,1953.1721060926677,1883.687160326087,0.024212381114130436,-0.11373833293703794
34. C-sharp 2,0.15054736,1261.4389271452542,2044.620083175825,1932.8390370244565,0.022758152173913044,-0.11549925256605405
34. C-sharp 2,0.19754478,1414.5357335364201,1817.7623857533843,2569.0047554347825,0.02888289741847826,-0.08784490306512084
37. E3,0.14939055,1373.2551141544448,1670.8360298938114,1923.9448879076087,0.036493716032608696,0.11900153995269801
37. E3,0.17449832,1167.4919790397385,2192.113201416697,1469.4070567255435,0.025019106657608696,0.09506392288506164
37. E3,0.1326065,1180.8615189941384,1484.1355722673047,1940.3288468070652,0.02822477921195652,0.147532140929823
37. E3,0.15465789,1618.493274599557,2001.001724383801,2970.645805027174,0.027566661005434784,0.14280166398078478
37. E3,0.13219734,1100.8046489814776,1670.096520768235,1419.3189538043478,0.027163298233695652,0.17117803299679585
37. E3,0.14272076,1157.6516248365829,1702.1848649084866,1698.7824813179348,0.027258831521739132,0.13426243949331668
37. E3,0.1364181,1456.5533400834327,1601.0197864624645,2627.05078125,0.03609035326086957,0.13390226767677665
37. E3,0.13740644,1150.5665222475354,1595.7716188923762,1688.9521059782608,0.026590098505434784,0.12115737004892303
37. E3,0.14869246,1545.8659483694573,1777.6498381863637,2635.0087041440215,0.04628057065217391,0.14048799936838152
37. E3,0.13433667,1230.8781235757858,2004.1385030447025,1573.3281674592392,0.030092985733695652,0.15767053268908623
37. E3,0.13193522,1152.7208592248105,2007.6697248360322,1356.123683763587,0.028797978940217392,0.1628679738735478
37. E3,0.18256077,2357.187803858141,1778.5616772411129,3764.0975288722825,0.05836022418478261,0.10164154627463808
37. E3,0.14948608,870.6441432341925,1620.6671650013297,1396.3814113451087,0.025602921195652172,0.10431490959674274
37. E3,0.14276505,1510.3487186760408,1747.646620275603,2750.6326426630435,0.02846891983695652,0.13931349551483804
37. E3,0.13194272,1231.3391491091188,2006.8249627826808,1567.2426970108695,0.029042119565217392,0.16142065661638572
37. E3,0.13383096,1497.0843550705097,2006.497698237645,2547.9396654211955,0.028182319972826088,0.14625335141612986
37. E3,0.27608588,2389.8346578850883,1763.629855418512,4092.712933084239,0.06128991168478261,0.07651449506996119
37. E3,0.15274616,1774.3614279696665,2143.212698954237,3108.2710597826085,0.026696246603260868,0.1328947554541396
37. E3,0.1499479,1031.746920207643,1867.3823766682876,1115.0454313858695,0.02668563179347826,0.14052426589804748
37. E3,0.13897705,1843.4538964314545,1728.0503802194225,2919.153362771739,0.05884850543478261,0.16293828991528764
37. E3,0.18888706,1848.7223108372286,1964.8035065367042,3281.941024116848,0.028012483016304348,0.08316648455800314
37. E3,0.14790517,1551.8001419464156,1992.077993085159,2826.9350798233695,0.03044327445652174,0.13196516310596068
37. E3,0.13486914,1430.059508894146,1741.7353884668198,2635.476817255435,0.02675993546195652,0.15220991951252572
37. E3,0.15635842,888.149196940068,1705.98872838572,1198.8376783288043,0.025602921195652172,0.11245234636951916
37. E3,0.146489,1368.2228851063633,2245.254802854589,2061.5701426630435,0.02815047554347826,0.13402701926441665
37. E3,0.14368443,1125.9258446118404,1518.8962522335846,1586.9034476902175,0.027163298233695652,0.14293818507779144
37. E3,0.1311783,986.5543532806752,1635.9134174670069,1012.9967730978261,0.028596297554347828,0.1735796150882917
37. E3,0.14087296,1213.7328304307498,2054.8035562510686,1746.9981317934783,0.02214249320652174,0.05333426546601065
37. E3,0.1398332,1277.6601127639103,1553.3471519945942,1913.6463994565217,0.03217348845108696,0.10655960329208627
37. E3,0.13193521,1154.5023552381458,2018.9152254484945,1354.7193444293478,0.028797978940217392,0.16287046469142727
37. E3,0.13542926,913.8643909941565,1601.6302774277856,1159.9842900815217,0.026388417119565216,0.12605458241290374
37. E3,0.13358197,1391.9965452959714,1636.9784554563362,2532.491932744565,0.026728091032608696,0.13768898174009558
37. E3,0.1632902,1298.1900651819087,1834.4247031033722,2169.7042713994565,0.029095193614130436,0.12161189658888388
37. E3,0.13299714,1055.3963439127313,1945.8029560027153,1012.9967730978261,0.026802394701086956,0.14624576578078372
37. E3,0.13879953,1461.4136839924008,1782.124566604711,2308.7338654891305,0.03519870923913043,0.1694882531385828
37. E3,0.16313852,1793.3447425143238,2038.537274934899,3034.309188179348,0.029052734375,0.10566413391503846
37. E3,0.22465235,2353.8956722324847,1846.6968751139589,4089.904254415761,0.055886973505434784,0.1002700974628352
37. E3,0.13684168,994.9453278119036,1635.0316818380568,989.5911175271739,0.027067764945652172,0.14686382087957056
37. E3,0.14110312,1281.3035400965505,1900.2421794798079,2006.3327955163043,0.029827615489130436,0.11665963967416182
37. E3,0.14026082,1154.1415445802836,1860.6552668156735,1507.32421875,0.027046535326086956,0.1443460338863089
37. E3,0.13514651,1479.3755987293034,1846.398303624794,2494.5747707201085,0.039667544157608696,0.15838495010221562
37. E3,0.13974354,1257.101392537202,2050.835633589803,2041.9093919836957,0.02695100203804348,0.12945169780958304
37. E3,0.14242308,1035.4324782861497,1480.5359468347444,1303.695015285326,0.026866083559782608,0.13456836720296958
37. E3,0.15083514,1107.6803801661151,2016.5954711832558,1407.1480129076087,0.028967815896739132,0.14934751542434127
37. E3,0.1382842,1376.4018579641947,1637.7739643202667,2490.8298658288045,0.027449898097826088,0.14156401960744203
37. E3,0.13615632,1414.985188039233,1710.7442172585063,2678.0751103940215,0.02668563179347826,0.1359901328750093
37. E3,0.13203242,1126.5883749490108,1482.7458503971156,1672.1000339673913,0.02685546875,0.1467655689825497
37. E3,0.13464801,1223.9249578085662,2045.3666646386725,1587.8396739130435,0.02863875679347826,0.14792434881276526
37. E3,0.13601981,1066.1274120929593,1780.6820077339105,1229.7331436820652,0.026547639266304348,0.13976553051580923
37. E3,0.14223872,1288.013299259909,2308.9748522147784,1667.4189028532608,0.027853260869565216,0.1487548544325122
37. E3,0.14831887,1648.0353538404015,2043.8119702447825,2865.788468070652,0.03514563519021739,0.08820419274066595
37. E3,0.13581575,1209.3201333681502,1957.7572419229618,1865.4307489809783,0.026834239130434784,0.13535284987354348
37. E3,0.15717185,1236.3021416043473,1966.6955226347764,1825.1730213994565,0.028309697690217392,0.1291184751798706
37. E3,0.1402202,1327.017668875566,1732.7606437394431,2210.8982252038045,0.02783203125,0.11034733398294785
37. E3,0.19250347,1334.8102658645773,2529.442978661975,1789.5964249320652,0.025740913722826088,0.11421594247384033
37. E3,0.13246016,1178.7765009917746,1731.4383520648005,1411.8291440217392,0.028575067934782608,0.176439013753709
37. E3,0.1513027,1433.209848790367,1999.2871160638792,2355.0770635190215,0.031324303668478264,0.09436919135658564
37. E3,0.14915192,1137.4444503067782,1908.9646277839454,1288.2472826086957,0.028681216032608696,0.12867556690217785
37. E3,0.16067983,1028.2442551100899,1596.1844118555236,1150.1539147418478,0.02702530570652174,0.13597454708393336
37. E3,0.13976125,1350.7632990604998,1879.5552012731712,2078.422214673913,0.02841584578804348,0.12440388421363938
37. E3,0.15099788,1193.5111147498453,1944.7312982845851,1606.0960852581522,0.02741805366847826,0.12205436048142616
26. F2,0.21510454,1230.8476322013348,2031.2573778443711,2112.126358695652,0.019552479619565216,-0.0778944976881657
26. F2,0.18495761,1193.4524809328607,1699.1498505885206,2161.2782353940215,0.020454738451086956,-0.024375942960073615
26. F2,0.22706947,1038.184114706708,2022.991290282254,1715.6345533288043,0.019159731657608696,-0.011058434694720624
26. F2,0.20951633,1217.227457377094,2275.2298353811325,1812.0658542798913,0.023947010869565216,-0.0773821500991125
26. F2,0.2445891,1504.612499020688,1929.6649533764505,3178.019913383152,0.017811650815217392,-0.0838291753447442
26. F2,0.21705632,1588.988048680564,2060.54909592945,2494.1066576086955,0.03182319972826087,-0.05882900521091718
26. F2,0.17153764,1261.958177882558,2100.2912996157334,1586.4353345788043,0.03044327445652174,-0.08427505927155748
26. F2,0.22718112,1411.1120644360362,2042.9258799570275,2650.924549932065,0.026420261548913044,-0.0812081491823207
26. F2,0.18387513,1399.2266368451012,1767.7769027971458,2730.0356657608695,0.023246433423913044,-0.07564213256455193
26. F2,0.1978826,990.4196784215168,1777.9517473501335,1396.8495244565217,0.027895720108695652,-0.08011428415424655
26. F2,0.24229208,960.3639315105065,1949.189397116126,1184.326171875,0.018512228260869564,-0.09496208020797474
26. F2,0.29459524,2066.8818142246296,1939.4816525865763,3480.8890964673915,0.06815769361413043,-0.021566312436596083
26. F2,0.215476,1253.1117263710735,1754.0932207395017,2293.754245923913,0.02231233016304348,-0.04504596916687718
26. F2,0.27100196,1457.8427436271872,2147.5891176561017,2378.014605978261,0.05263884171195652,-0.041222294494708545
26. F2,0.23883438,2004.0519301222926,2183.204963201926,3046.012015964674,0.08115022078804347,-0.09140739679932217
26. F2,0.2296511,1388.4105236700932,1981.4624976621822,2669.649074388587,0.043679942255434784,-0.12396619270997919
26. F2,0.18955001,1280.8237495541962,2134.774680573697,2030.2065641983695,0.020624575407608696,-0.02739195840720334
26. F2,0.22663012,1191.8882903391805,1864.5957849267593,2198.259171195652,0.048276154891304345,-0.060250008400167046
26. F2,0.20825838,1262.0365280131182,1727.1725239037664,1897.2624405570652,0.04072902513586957,-0.06756963983939086
26. F2,0.20736659,1266.8921599130306,1824.0585032349402,2282.51953125,0.021134086277173912,-0.10508705941880017
26. F2,0.20858076,1617.9353756890673,1880.1864178495534,2882.1724269701085,0.06311565896739131,-0.09840912990125324
26. F2,0.19359066,1289.1893860413452,2062.9895921524476,1808.320949388587,0.032046110733695655,-0.07860615800343743
26. F2,0.18318869,1295.8044786517705,1619.0323950690856,2428.5708220108695,0.022036345108695652,-0.08168547356399432
26. F2,0.22407413,1688.4980934135933,2013.7605784448915,2996.8601392663045,0.0205078125,-0.06765574221785997
26. F2,0.21889444,1129.113604442644,1996.8265449908577,1832.1947180706522,0.019287109375,-0.09798907418568524
26. F2,0.21215487,1533.3116423118797,2208.2399457310767,2766.080375339674,0.023469344429347828,-0.014059329926308229
26. F2,0.20077562,848.3554901823296,1824.185369362191,1299.4819972826087,0.018798828125,-0.04073526152384941
26. F2,0.21617548,1128.5754796812623,1713.8765370351975,1724.5287024456522,0.027587890625,-0.09855332038823818
26. F2,0.28824997,2637.050704259818,2026.2046604645832,4309.449303668478,0.09429135529891304,-0.02702224796913908
26. F2,0.20065948,1104.99899328529,1911.3758945151396,1839.6845278532608,0.02133576766304348,-0.05572834622265503
26. F2,0.18628924,1397.758282595412,1885.9319843572343,2418.2723335597825,0.02700407608695652,-0.11195620931254707
26. F2,0.23177846,1304.6869410510826,1919.9279389762871,2591.4741847826085,0.020348590353260868,-0.1114557836923864
26. F2,0.19476813,998.0507821395025,1753.1806793114336,1520.4313858695652,0.016304347826086956,-0.03784104927271446
26. F2,0.20775461,1180.2178307019783,1944.3077532789946,1920.6680961277175,0.018045176630434784,-0.06840693013105552
26. F2,0.2535234,1360.8364793321011,2046.2459372283024,1849.9830163043478,0.05517578125,-0.08256201180357085
26. F2,0.2087253,1410.4412461878287,2024.6392591099172,2200.5997367527175,0.029403023097826088,-0.06514611328653795
26. F2,0.21845111,1925.8677701328038,1906.5589209514746,3066.608992866848,0.08262567934782608,-0.03961678040616499
26. F2,0.1936541,1039.732058888742,1977.4421853551362,1488.5996942934783,0.018278702445652172,-0.10992833503782365
26. F2,0.24622594,1763.5288626657682,2220.2796809869296,2939.750339673913,0.06004797894021739,-0.09086986988581627
26. F2,0.24046668,1587.9034483995638,1933.0679044405158,3074.0988026494565,0.04481572690217391,-0.06917981248615866
26. F2,0.19164647,1143.4680162848765,1751.186421816001,1795.6818953804348,0.026558254076086956,-0.07635046634963118
26. F2,0.25146097,1701.2408997191276,2063.749298435713,2598.4958814538045,0.04427437160326087,-0.0068807059948492455
26. F2,0.20583355,2011.8346785037884,2015.3250031057248,3101.249363111413,0.07280698029891304,-0.12193306134608556
26. F2,0.26818326,2376.6621881635883,1741.555868790582,3840.8680791440215,0.08825152853260869,0.07848442093805633
26. F2,0.23717913,2019.1237570275164,2287.5165228673213,3361.520253057065,0.07340140964673914,-0.07121321910457853
26. F2,0.19718076,1404.0976953863978,2190.9360970602706,2574.153999660326,0.016877547554347828,-0.03775628179318238
26. F2,0.21676166,2023.8369070303331,2099.5204032674983,2870.4695991847825,0.07539699388586957,-0.08051906847071597
26. F2,0.25865498,1847.4090874313342,2038.2389737536778,3572.171153192935,0.05811608355978261,-0.07779586381583532
26. F2,0.18297444,1058.524331924893,1866.338456538616,1577.0730723505435,0.027205757472826088,-0.09652097148234949
26. F2,0.2476047,1544.3837505479926,1909.0646026558682,2781.9962211277175,0.024456521739130436,-0.043367618969421755
26. F2,0.17916307,1348.6171906798527,1740.0203338035694,2518.448539402174,0.023203974184782608,-0.08825084276487234
26. F2,0.18143108,968.1778605877164,2191.2617488846663,1372.9757557744565,0.014828889266304348,-0.040943972245267184
26. F2,0.22452556,1528.5687780376475,2013.3384700699614,2444.486667798913,0.037173063858695655,-0.0051022169710500465
26. F2,0.21452028,2063.7713409631388,1996.1813313584732,3292.239512567935,0.07325280230978261,-0.053275461088843346
26. F2,0.21566026,1018.1567658394422,1892.8788888399963,1539.155910326087,0.018936820652173912,-0.13614540310443074
26. F2,0.26567885,2155.031719321409,1926.2996854528099,4040.2842646059785,0.08800738790760869,-0.03486501848715145
26. F2,0.20951663,1218.341765303777,2281.810956531873,1811.1296280570652,0.023947010869565216,-0.07738112880348111
26. F2,0.2178708,2050.0391169930595,2123.536619345157,2904.641856317935,0.12341839334239131,-0.042259386608135975
26. F2,0.20311579,1041.729154100279,1469.8426264635877,1893.985648777174,0.019074813179347828,-0.10830732846226625
26. F2,0.19638892,1102.05167151742,1871.4447755941753,1842.025093410326,0.023395040760869564,-0.08656578631766874
26. F2,0.21481407,1351.1633103215627,2128.0647451068794,2224.9416185461955,0.026770550271739132,-0.06980837148526343
